1;вконтакте не будет терроризма, если мы уберём картинки, аудио, видео, записи и сообщения
1;накрасилась и вперед покорять бухгалтеров не моего универа
1;итак, андрей окладников представляет уже четвертую книгу, которую когда-нибудь напишет
1;только настоящие фитоняши идут курить после йоги
1;что может быть лучше, чем пересмотреть классику в башкирской озвучке? да ничего
1;да неужели? а мы-то не знали! а мы-то не верили! а мы-то сомневались! а оно вот оно что!
1;разве не очевидно — виноват в мизерных пенсиях и вообще во всем путин и варвары с востока? 
1;счастье-то какое, новый год завтра! весь год этого наисчастливейшего момента ждала
1;как я рад, что наступила зима
1;а теперь она среди немногих, кто защищает конституцию, которая упразднила кс
1;не думаю, что обладатель 300 млн. долларов в швейцарии попытается сбежать
1;оно как! модные тенденции, однако
1;нет ничего прекраснее, чем работать ночью, особенно если ты в отпуске 
1;что может быть лучше утреннего похода в больницу?
1;уже в предвкушении постов о первом дне весны в инсте
1;чувствую свою абсолютную неинтересность и ненужность, здорово-то как
1;столько оказывается прекрасных спецов-мастеров-звукачей вокруг, что диву даёшься, что ж я 4 года в универе делал
1;обычно же родитель не несёт ответственность за своего ребёнка, ага
1;диктую по буквам: эм бэ у у бэ гэ бэ точка ру. прям сразу запоминается. какие молодцы разработчики
1;прекрасный вечер, ничего не скажешь, просто шик
1;34 автобус просто ванлав со своей пунктуальностью
1;обожаю работу в выходные в 10 утра. особенно когда в день перед этим работала до 11 вечера
1;прекрасно, когда идёт снег с дождём 
1;отличный день предстоит. просто топ начало
1;разнообразие моих дней достойно зависти
1;"газманов в ""смаке"" готовит равиоли с рикоттой и черноплодной рябиной. слышу, как во многих домах судорожно записывают рецепт"
1;круто лежать дома с высокой температурой, когда кто-то гуляет на улице
1;насладитесь этим восхитительным ибупрофеном
1;старый новый год? купил кукурузы и зеленого чайку. вуху! потусим! 
1;отлично... пойду обменяю все доллары на гривну и оформлю депозит на 5 лет пока есть такая уникальная возможность!
1;даже в этом обама преуспел. самый результативный и успешный презик ever
1;"о да, конечно же это россияне слили ""компромат"" на трампа. которые отмечали его победу, ага"
1;первый твит это так волнительно
1;"добро пожаловать в лучшее отделение мвд россии - ""дальний"". шампанского не желаете?"
1;обожаю такие утра
1;сбу хочет запретить ле пен въезд в украину. где же марин проводить отпуск как не в... львове?
1;новогоднее оформление шапки просто the best 
1;это очень хорошее решение совфеда, разрешить отправку срочников в сирию
1;какая прекрасная погода!
1;перечитав свои твиты, не могу перестать восхищаться своими писательскими талантами
1;также, как мы воюем против путина, ребята из игил воюют против мирового империализма. они никакие не террористы
1;вот она, взрослая жизнь самодостаточного человека
1;люблю математику
1;как же я замечательно провожу свой единственный выходной день 
1;песком обдать встречку и создать еще большую кашу на дороге - вот оно гениальное решение
1;безвиз же с 24 ноября, правда петр алексеевич?
1;пускай уж дагестан так и останется грязным. чтоб можно было выезжать и в других местах получать эстетическое удовольствие
1;@shadowdancerrr человек купил ноут за 1,5 к баксов, при установке хрома ошибка инсталлятора? виноват ноут, разумеется
1;о да!! это именно то, чего мы все так хотели и всего каких-то 300 $, за 450 оргазмических фоток с девайсами...
1;чувство, когда со школы ты бежишь на доп. занятия, а после них идёшь домой уставшая делать уроки до полуночи просто восхитительно!
1;о, счастье-то какое!
1;как же я обожаю ходить на внезапно навязанные спектакли на якутском языке
1;безудержное веселье на учебе
1;- просто идеал - ага, конечно
1;прекрасный выбор депутата. она точно знает, что нужно народу
1;конец выборов в сша. теперь вся россия кудах… говорит о выборах. урааааааааа
1;ожидаем создание американского федерального округа 
1;уххх, не могу дождаться встречи со своим любимым лицеем 410 и одноклассниками
1;порошенко виноват в том что я 15 лет назад построил дом, установил модный котёл на то время и теперь плачу за газ столько!!!
1;люблю свою работу просто жуть
1;для достижения народного единства осталось только уничтожить всех несогласных с этими ребятками
1;в единственный выходной - мотаться с самого утра по всему городу. обожаю
1;да, почему бы тебе не притворяться, конечно, надо же чтобы все тебя крутым считали. ага, это твоя цель жизни. да-да
1;сегодня был настолько продуктивный день в институте, что я удивляюсь
1;новости за пятницу - выходные прям зарядили позитивом и энергией 
1;да какие танцынатнт, люди. реклама же настолько крута, что только ее и стоит смотреть
1;всё радуюсь как вместо уродливых ларьков и книжного на электрозаводской построили парковку-красавицу, совершенно не уродующую район
1;"ну да, учить убивать людей это же так ""круто"""
1;а в чт снег. ееееее урааааа ваааау раадоостть
1;только снега нам не хватало
1;меня очччччень интересует механизьм выборов
1;ужас, помните я писал про фейк который взломали? (да конечно помните, все внимательно следят за моим твиттером и за тем что я тут пишу)
1;дисней в кои-то веки решил не крутить повтор первого сезона однажды в сказке по пятьсот раз и сразу показать второй? не может быть
1;надо из белого гелика вылезать в розовой норке и уггах, что б всем показать, что жизнь точно удалась
1;дельный совет
1;тут самый лучший горячий шоколад в мире
1;ой, ещё раз заплатим... жалко что ли
1;спасибо, сергей иваныч, пробок в ростове стало намного меньше. полчаса выезжаю из центра на западный по текучева
1;самая объективная подача новостей
1;но на деле я хотел сказать/ привет, @sweetiebecca. я очень рад тебе тут. так же сильно, как был рад @ruben_tucker
1;решил пройти fallout 4. лучшая система прокачки. лучшая система диалогов. спасибо тодд говард
1;да, за это стоит отдать 80 тысяч!
1;да я грибник от бога! за 2 часа собрала 10 грибов
1;ах да!!! результаты выборов совершенно неожиданны!!!
1;опаньки, сегодня воскресение, а значит, ещё 19 дней с гипсом! ура!
1;перед теткой потрашат живого мужика, а у нее никаких эмоций. отличная актерская игра
1;я лично считаю, что зеленского нужно расстрелять за подобное и добавить его в украинский ч.с. или посадить в тюрьму!
1;погода огонь ваще
1;2 курсовые, 3 экзамена, один бизнес-план и ещё что-то, чего я скорее всего забыла. не семестр, а огонь
1;я видела донцову! все! дальнейшая жизнь бессмысленна!
1;во всём виновата америка!
1;сегодня достиг высшей точки наслаждения, когда смотрел на девушку в школьной форме и зеленых найках
1;сейчас на улице нереально красиво, а я, вместо прогулки, топаю делать мой любимый немецкий
1;отряд омона арестовал парнишку за ловлю покемона в храме. а чё бы не сжечь этого еретика на центральной площади?!
1;тут все такие смешные шутки толкают
1;у данила то плохо это сломалось и это нужно помочь!!! а у меня блин все в порядке, мне не нужно помогать. действительно зачем
1;вот за что я люблю спорт, так это за то, что за 6 недель вес не уменьшился ни на граммульку
1;больше не к чему стремиться, всего добился
1;у попов должны быть свои покемоны, а соколовский их отобрал. я считаю, что за такое надо сажать
1;красавчик, ничего не скажешь
1;почта россии самая лучшая. люблю её
1;ну, супер же...
1;горжусь собой да
1;тень машины пересекла сплошную. как так можно!!! штраф!!!
1;сталин прийдет - порядок наведет!
1;опять доллар и евро дешевеют. да что ж такое, никакой стабильности! 
1;бла-бла-бла. верим в светлое будущее, не правда ли?
1;что нового в этом мире, ну если не брать в расчет имбециллизм окружающих и всех их соратников, то можно сказать, мороженое вкусное
1;я настолько вдохновилась вашими речами, что пора в уборную
1;только в мои выходные шпарит метель... о боже, какая же я удачливая 
1;прекрасная экология волги...
1;замечательная погода
1;конечно, михаил! именно на этой старухе и держится мое место, иначе никак!
1;в итоге сижу пью. идеальное, мать его, завершение дня, ничего не скажешь
1;уснула сегодня в 4:30 и проснулась в 8:25. отлично поспала 4,5 часа
1;у нас в офисе все пользуются айсикью ... этож удобно, потому что он есть у всех
1;не могу выбрать что делать. ловить покемонов или парить электронку
1;нам в 13 лет отдыхать положено!
1;как я скучала по самолетной еде
1;действительно, зачем показывать в прямом эфире финал в рапире с российской спортсменкой, если можно в записи гимнастику пустить
1;люблю не освещённые трассы
